flow_id,t_start,recv_Mb
154,0,10.0
155,0,10.0
156,0,10.0
157,0,10.0
158,0,10.0
159,0,10.0
160,0,10.0
161,0,10.0
162,0,10.0
163,0,10.0
164,0,10.0
165,0,10.0
166,0,10.0
167,0,10.0
168,0,10.0
169,0,10.0
170,0,10.0
171,0,10.0
172,0,10.0
173,0,10.0
174,0,10.0
175,0,10.0
176,0,10.0
177,0,10.0
178,0,10.0
179,0,10.0
180,0,10.0
181,0,10.0
182,0,10.0
183,0,10.0
184,0,10.0
185,0,10.0
186,0,10.0
187,0,10.0
188,0,10.0
189,0,10.0
190,0,10.0
191,0,10.0
192,0,10.0
193,0,10.0
194,0,10.0
195,0,10.0
196,0,10.0
197,0,10.0
198,0,10.0
199,0,10.0
200,0,10.0
201,0,10.0
202,0,10.0
203,0,10.0
204,0,10.0
205,0,10.0
206,0,10.0
207,0,10.0
208,0,10.0
209,0,10.0
210,0,10.0
211,0,10.0
212,0,10.0
213,0,10.0
214,0,10.0
215,0,10.0
216,0,10.0
217,0,10.0
218,0,10.0
219,0,10.0
220,0,10.0
221,0,10.0
222,0,10.0
223,0,10.0
224,0,10.0
225,0,10.0
226,0,10.0
227,0,10.0
228,0,10.0
229,0,10.0
230,0,10.0
231,0,10.0
232,0,10.0
233,0,10.0
234,0,10.0
235,0,10.0
236,0,10.0
237,0,10.0
238,0,10.0
239,0,10.0
240,0,10.0
241,0,10.0
242,0,10.0
243,0,10.0
244,0,10.0
245,0,10.0
246,0,10.0
247,0,10.0
248,0,10.0
249,0,10.0
250,0,10.0
251,0,10.0
252,0,10.0
253,0,10.0
254,0,10.0
255,0,10.0
256,0,10.0
257,0,10.0
258,0,10.0
259,0,10.0
260,0,10.0
261,0,10.0
262,0,10.0
263,0,10.0
264,0,10.0
265,0,10.0
266,0,10.0
267,0,10.0
268,0,10.0
269,0,10.0
270,0,10.0
271,0,10.0
272,0,10.0
273,0,10.0
274,0,10.0
275,0,10.0
276,0,10.0
277,0,10.0
278,0,10.0
279,0,10.0
280,0,10.0
281,0,10.0
282,0,9.6
283,0,10.0
284,0,10.0
285,0,9.200000000000001
286,0,10.0
287,0,10.0
288,0,10.0
289,0,10.0
290,0,10.0
291,0,10.0
292,0,10.0
293,0,10.0
294,0,10.0
295,0,10.0
296,0,10.0
297,0,10.0
298,0,10.0
299,0,10.0
300,0,10.0
301,0,10.0
302,0,10.0
303,0,10.0
304,0,10.0
305,0,10.0
306,0,10.0
307,0,10.0
308,0,10.0
309,0,10.0
310,0,10.0
311,0,10.0
312,0,9.600000000000001
313,0,10.0
314,0,10.0
315,0,9.200000000000001
316,0,10.0
317,0,10.0
318,0,10.0
319,0,10.0
320,0,10.0
321,0,10.0
322,0,10.0
323,0,10.0
324,0,10.0
325,0,10.0
326,0,10.0
327,0,10.0
328,0,10.0
329,0,10.0
330,0,10.0
331,0,10.0
332,0,10.0
333,0,10.0
334,0,10.0
335,0,10.0
336,0,10.0
337,0,10.0
338,0,10.0
339,0,10.0
340,0,10.0
341,0,10.0
342,0,9.600000000000001
343,0,10.0
344,0,10.0
345,0,9.200000000000001
346,0,10.0
347,0,10.0
348,0,10.0
349,0,10.0
350,0,10.0
351,0,10.0
352,0,10.0
353,0,10.0
354,0,10.0
355,0,10.0
356,0,10.0
357,0,10.0
358,0,10.0
359,0,10.0
360,0,10.0
361,0,10.0
362,0,10.0
363,0,10.0
364,0,10.0
365,0,10.0
366,0,10.0
367,0,10.0
368,0,10.0
369,0,10.0
370,0,10.0
371,0,10.0
372,0,10.0
373,0,10.0
374,0,10.0
375,0,10.0
376,0,10.0
377,0,10.0
378,0,10.0
379,0,10.0
380,0,10.0
381,0,10.0
382,0,10.0
383,0,10.0
384,0,10.0
385,0,10.0
386,0,10.0
387,0,10.0
388,0,10.0
389,0,10.0
390,0,10.0
391,0,10.0
392,0,10.0
393,0,10.0
394,0,10.0
395,0,10.0
396,0,10.0
397,0,10.0
398,0,10.0
399,0,10.0
400,0,10.0
401,0,10.0
402,0,10.0
403,0,10.0
404,0,10.0
405,0,10.0
406,0,10.0
407,0,10.0
408,0,10.0
409,0,10.0
410,0,10.0
411,0,10.0
412,0,10.0
413,0,10.0
414,0,10.0
415,0,10.0
416,0,10.0
417,0,10.0
418,0,10.0
419,0,10.0
420,0,10.0
421,0,10.0
422,0,10.0
423,0,10.0
424,0,10.0
425,0,10.0
426,0,10.0
427,0,10.0
428,0,10.0
429,0,10.0
430,0,10.0
431,0,10.0
432,0,10.0
433,0,10.0
434,0,10.0
435,0,10.0
436,0,10.0
437,0,10.0
438,0,10.0
439,0,10.0
440,0,10.0
441,0,10.0
442,0,10.0
443,0,10.0
444,0,10.0
445,0,10.0
446,0,10.0
447,0,10.0
448,0,10.0
449,0,10.0
450,0,10.0
451,0,10.0
452,0,10.0
453,0,10.0
454,0,10.0
455,0,10.0
456,0,10.0
457,0,10.0
458,0,10.0
459,0,10.0
460,0,10.0
461,0,10.0
462,0,10.0
463,0,10.0
464,0,10.0
465,0,10.0
466,0,10.0
467,0,10.0
468,0,10.0
469,0,10.0
470,0,10.0
471,0,10.0
472,0,10.0
473,0,10.0
474,0,10.0
475,0,10.0
476,0,10.0
477,0,10.0
478,0,10.0
479,0,10.0
480,0,10.0
481,0,10.0
482,0,10.0
483,0,10.0
484,0,10.0
485,0,10.0
486,0,10.0
487,0,10.0
488,0,10.0
489,0,10.0
490,0,10.0
491,0,10.0
492,0,10.0
493,0,10.0
494,0,10.0
495,0,10.0
496,0,9.999999999999998
497,0,10.0
498,0,10.0
499,0,10.0
500,0,10.0
501,0,10.0
502,0,10.0
503,0,10.0
504,0,10.0
505,0,10.0
506,0,10.0
507,0,10.0
508,0,10.0
509,0,10.0
510,0,10.0
511,0,10.0
512,0,10.0
513,0,10.0
514,0,10.0
515,0,10.0
516,0,10.0
517,0,10.0
518,0,10.0
519,0,10.0
520,0,10.0
521,0,10.0
522,0,10.0
523,0,10.0
524,0,10.0
525,0,10.0
526,0,10.0
527,0,10.0
528,0,10.0
529,0,10.0
530,0,10.0
531,0,10.0
532,0,10.0
533,0,10.0
534,0,10.0
535,0,10.0
536,0,10.0
537,0,10.0
538,0,10.0
539,0,10.0
540,0,10.0
541,0,10.0
542,0,10.0
543,0,10.0
544,0,10.0
545,0,10.0
546,0,10.0
547,0,10.0
548,0,10.0
549,0,10.0
550,0,10.0
551,0,10.0
552,0,10.0
553,0,9.600000000000001
554,0,10.0
555,0,10.0
556,0,9.200000000000001
557,0,10.0
558,0,10.0
559,0,10.0
560,0,10.0
561,0,10.0
562,0,10.0
563,0,10.0
564,0,10.0
565,0,10.0
566,0,10.0
567,0,10.0
568,0,10.0
569,0,10.0
570,0,10.0
571,0,10.0
572,0,10.0
573,0,10.0
574,0,10.0
575,0,10.0
576,0,10.0
577,0,10.0
578,0,10.0
579,0,10.0
580,0,10.0
581,0,10.0
582,0,10.0
583,0,9.6
584,0,10.0
585,0,10.0
586,0,9.200000000000001
587,0,10.0
588,0,10.0
589,0,10.0
590,0,10.0
591,0,10.0
592,0,10.0
593,0,10.0
594,0,10.0
595,0,10.0
596,0,10.0
597,0,10.0
598,0,10.0
599,0,10.0
600,30,10.0
601,30,10.0
602,30,10.0
603,30,10.0
604,30,10.0
605,30,10.0
606,30,10.0
607,30,10.0
608,30,10.0
609,30,10.0
610,30,10.0
611,30,10.0
612,30,10.0
613,30,9.642523104416757
614,30,10.0
615,30,10.0
616,30,9.242523104416758
617,30,10.0
618,30,10.0
619,30,10.0
620,30,10.0
621,30,10.0
622,30,10.0
623,30,10.0
624,30,10.0
625,30,10.0
626,30,10.0
627,30,10.0
628,30,10.0
629,30,10.0
630,30,10.0
631,30,10.0
632,30,10.0
633,30,10.0
634,30,10.0
635,30,10.0
636,30,10.0
637,30,10.0
638,30,10.0
639,30,10.0
640,30,10.0
641,30,10.0
642,30,10.0
643,30,10.0
644,30,10.0
645,30,10.0
646,30,10.0
647,30,10.0
648,30,10.0
649,30,10.0
650,30,10.0
651,30,10.0
652,30,10.0
653,30,10.0
654,30,10.0
655,30,10.0
656,30,10.0
657,30,10.0
658,30,10.0
659,30,10.0
660,30,10.0
661,30,10.0
662,30,10.0
663,30,10.0
664,30,10.0
665,30,10.0
666,30,10.0
667,30,10.0
668,30,10.0
669,30,10.0
670,30,10.0
671,30,10.0
672,30,10.0
673,30,10.0
674,30,10.0
675,30,10.0
676,30,10.0
677,30,10.0
678,30,10.0
679,30,10.0
680,30,10.0
681,30,10.0
682,30,10.0
683,30,10.0
684,30,10.0
685,30,10.0
686,30,10.0
687,30,10.0
688,30,10.0
689,30,10.0
690,30,10.0
691,30,10.0
692,30,10.0
693,30,10.0
694,30,10.0
695,30,10.0
696,30,10.0
697,30,10.0
698,30,10.0
699,30,10.0
700,30,10.0
701,30,10.0
702,30,10.0
703,30,9.914953791166486
704,30,10.0
705,30,10.0
706,30,9.957476895583243
707,30,10.0
708,30,10.0
709,30,10.0
710,30,10.0
711,30,10.0
712,30,10.0
713,30,10.0
714,30,10.0
715,30,10.0
716,30,10.0
717,30,10.0
718,30,10.0
719,30,10.0
720,30,10.0
721,30,10.0
722,30,10.0
723,30,10.0
724,30,10.0
725,30,10.0
726,30,10.0
727,30,10.0
728,30,10.0
729,30,10.0
730,30,10.0
731,30,10.0
732,30,10.0
733,30,9.600000000000001
734,30,10.0
735,30,10.0
736,30,9.200000000000001
737,30,10.0
738,30,10.0
739,30,10.0
740,30,10.0
741,30,10.0
742,30,10.0
743,30,10.0
744,30,10.0
745,30,10.0
746,30,10.0
747,30,10.0
748,30,10.0
749,30,10.0
750,30,10.0
751,30,10.0
752,30,10.0
753,30,10.0
754,30,10.0
755,30,10.0
756,30,10.0
757,30,10.0
758,30,10.0
759,30,10.0
760,30,10.0
761,30,10.0
762,30,10.0
763,30,9.600000000000001
764,30,10.0
765,30,10.0
766,30,9.199999999999982
767,30,10.0
768,30,10.0
769,30,10.0
770,30,10.0
771,30,10.0
772,30,10.0
773,30,10.0
774,30,10.0
775,30,10.0
776,30,10.0
777,30,10.0
778,30,10.0
779,30,10.0
780,30,10.0
781,30,10.0
782,30,10.0
783,30,10.0
784,30,10.0
785,30,10.0
786,30,10.0
787,30,10.0
788,30,10.0
789,30,10.0
790,30,10.0
791,30,10.0
792,30,10.0
793,30,9.6
794,30,10.0
795,30,10.0
796,30,9.32756931325027
797,30,10.0
798,30,10.0
799,30,10.0
800,30,10.0
801,30,10.0
802,30,10.0
803,30,10.0
804,30,10.0
805,30,10.0
806,30,10.0
807,30,10.0
808,30,10.0
809,30,10.0
810,30,10.0
811,30,10.0
812,30,10.0
813,30,10.0
814,30,10.0
815,30,10.0
816,30,10.0
817,30,10.0
818,30,10.0
819,30,10.0
820,30,10.0
821,30,10.0
822,30,10.0
823,30,10.0
824,30,10.0
825,30,10.0
826,30,10.0
827,30,10.0
828,30,10.0
829,30,10.0
830,30,10.0
831,30,10.0
832,30,10.0
833,30,10.0
834,30,10.0
835,30,10.0
836,30,10.0
837,30,10.0
838,30,10.0
839,30,10.0
840,30,10.0
841,30,10.0
842,30,10.0
843,30,10.0
844,30,10.0
845,30,10.0
846,30,10.0
847,30,10.0
848,30,10.0
849,30,10.0
850,30,10.0
851,30,10.0
852,30,10.0
853,30,10.0
854,30,10.0
855,30,10.0
856,30,10.0
857,30,10.0
858,30,10.0
859,30,10.0
860,30,10.0
861,30,10.0
862,30,10.0
863,30,10.0
864,30,10.0
865,30,10.0
866,30,10.0
867,30,10.0
868,30,10.0
869,30,10.0
870,30,10.0
871,30,10.0
872,30,10.0
873,30,10.0
874,30,10.0
875,30,10.0
876,30,10.0
877,30,10.0
878,30,10.0
879,30,10.0
880,30,10.0
881,30,10.0
882,30,10.0
883,30,9.914953791166488
884,30,10.0
885,30,10.0
886,30,10.0
887,30,10.0
888,30,10.0
889,30,10.0
890,30,10.0
891,30,10.0
892,30,10.0
893,30,10.0
894,30,10.0
895,30,10.0
896,30,10.0
897,30,10.0
898,30,10.0
899,30,10.0
900,30,10.0
901,30,10.0
902,30,10.0
903,30,10.0
904,30,10.0
905,30,10.0
906,30,10.0
907,30,10.0
908,30,10.0
909,30,10.0
910,30,10.0
911,30,10.0
912,30,10.0
913,30,10.0
914,30,10.0
915,30,10.0
916,30,10.0
917,30,10.0
918,30,10.0
919,30,10.0
920,30,10.0
921,30,10.0
922,30,10.0
923,30,10.0
924,30,10.0
925,30,10.0
926,30,10.0
927,30,10.0
928,30,10.000000000000002
929,30,10.0
930,30,10.0
931,30,10.0
932,30,10.0
933,30,10.0
934,30,10.0
935,30,10.0
936,30,10.0
937,30,10.0
938,30,10.0
939,30,10.0
940,30,10.0
941,30,10.0
942,30,10.0
943,30,10.0
944,30,10.0
945,30,10.0
946,30,10.0
947,30,10.0
948,30,10.0
949,30,10.0
950,30,10.0
951,30,10.0
952,30,10.0
953,30,10.0
954,30,10.0
955,30,10.0
956,30,10.0
957,30,10.0
958,30,10.0
959,30,10.0
960,30,10.0
961,30,10.0
962,30,10.0
963,30,10.0
964,30,10.0
965,30,10.0
966,30,10.0
967,30,10.0
968,30,10.0
969,30,10.0
970,30,10.0
971,30,10.0
972,30,10.0
973,30,10.0
974,30,10.0
975,30,10.0
976,30,10.0
977,30,10.0
978,30,10.0
979,30,10.0
980,30,10.0
981,30,10.0
982,30,10.0
983,30,10.0
984,30,10.0
985,30,10.0
986,30,10.0
987,30,10.0
988,30,10.0
989,30,10.0
990,30,10.0
991,30,10.0
992,30,10.0
993,30,10.0
994,30,10.0
995,30,10.0
996,30,10.0
997,30,10.0
998,30,10.0
999,30,10.0
1000,30,10.0
1001,30,10.0
1002,30,10.0
1003,30,10.0
1004,30,9.850331367560273
1005,30,10.0
1006,30,10.0
1007,30,9.479214973502907
1008,30,10.0
1009,30,10.0
1010,30,10.0
1011,30,10.0
1012,30,10.0
1013,30,10.0
1014,30,10.0
1015,30,10.0
1016,30,10.0
1017,30,10.0
1018,30,10.0
1019,30,10.0
1020,30,10.0
1021,30,10.0
1022,30,10.0
1023,30,10.0
1024,30,10.0
1025,30,10.0
1026,30,10.0
1027,30,10.0
1028,30,10.0
1029,30,10.0
1030,30,10.0
1031,30,10.0
1032,30,10.0
1033,30,10.0
1034,30,9.600000000000001
1035,30,10.0
1036,30,10.0
1037,30,9.200000000000001
1038,30,10.0
1039,30,10.0
1040,30,10.0
1041,30,10.0
1042,30,10.0
1043,30,10.0
1044,30,10.0
1045,30,10.0
1046,30,10.0
1047,30,10.0
1048,30,10.0
1049,30,10.0
1050,30,10.0
1051,30,10.0
1052,30,10.0
1053,30,10.0
1054,30,10.0
1055,30,10.0
1056,30,10.0
1057,30,10.0
1058,30,10.0
1059,30,10.0
1060,30,10.0
1061,30,10.0
1062,30,10.0
1063,30,10.0
1064,30,9.600000000000001
1065,30,10.0
1066,30,10.0
1067,30,9.200000000000001
1068,30,10.0
1069,30,10.0
1070,30,10.0
1071,30,10.0
1072,30,10.0
1073,30,10.0
1074,30,10.0
1075,30,10.0
1076,30,10.0
1077,30,10.0
1078,30,10.0
1079,30,10.0
1080,30,10.0
1081,30,10.0
1082,30,10.0
1083,30,10.0
1084,30,10.0
1085,30,10.0
1086,30,10.0
1087,30,10.0
1088,30,10.0
1089,30,10.0
1090,30,10.0
1091,30,10.0
1092,30,10.0
1093,30,10.0
1094,30,9.50660602181528
1095,30,10.0
1096,30,10.0
1097,30,9.713349182172093
1098,30,10.0
1099,30,10.0
1100,30,10.0
1101,30,10.0
1102,30,10.0
1103,30,10.0
1104,30,10.0
1105,30,10.0
1106,30,10.0
1107,30,10.0
1108,30,10.0
1109,30,10.0
1110,30,10.0
1111,30,10.0
1112,30,10.0
1113,30,10.0
1114,30,10.0
1115,30,10.0
1116,30,10.0
1117,30,10.0
1118,30,10.0
1119,30,10.0
1120,30,10.0
1121,30,10.0
1122,30,10.0
1123,30,10.0
1124,30,10.0
1125,30,10.0
1126,30,10.0
1127,30,10.0
1128,30,10.0
1129,30,10.0
1130,30,10.0
1131,30,10.0
1132,30,10.0
1133,30,10.0
1134,30,10.0
1135,30,10.0
1136,30,10.0
1137,30,10.0
1138,30,10.0
1139,30,10.0
1140,30,10.0
1141,30,10.0
1142,30,10.0
1143,30,10.0
1144,30,10.0
1145,30,10.0
1146,30,10.0
1147,30,10.0
1148,30,10.0
1149,30,10.0
1150,30,10.0
1151,30,10.0
1152,30,10.0
1153,30,10.0
1154,30,10.0
1155,30,10.0
1156,30,10.0
1157,30,10.0
1158,30,10.0
1159,30,10.0
1160,30,10.0
1161,30,10.0
1162,30,10.0
1163,30,10.0
1164,30,10.0
1165,30,10.0
1166,30,10.0
1167,30,10.0
1168,30,10.0
1169,30,10.0
1170,30,10.0
1171,30,10.0
1172,30,10.0
1173,30,10.0
1174,30,10.0
1175,30,10.0
1176,30,10.0
1177,30,10.0
1178,30,10.0
1179,30,10.0
1180,30,10.0
1181,30,10.0
1182,30,10.0
1183,30,10.0
1184,30,9.657767211885272
1185,30,10.0
1186,30,10.0
1187,30,9.828883605942636
1188,30,10.0
1189,30,10.0
1190,30,10.0
1191,30,10.0
1192,30,10.0
1193,30,10.0
1194,30,10.0
1195,30,10.0
1196,30,10.0
1197,30,10.0
1198,30,10.0
1199,30,10.0
1200,60,10.0
1201,60,10.0
1202,60,10.0
1203,60,10.0
1204,60,10.0
1205,60,10.0
1206,60,10.0
1207,60,10.0
1208,60,10.0
1209,60,10.0
1210,60,10.0
1211,60,10.0
1212,60,10.0
1213,60,10.0
1214,60,9.600000000000001
1215,60,10.0
1216,60,10.0
1217,60,9.200000000000001
1218,60,10.0
1219,60,10.0
1220,60,10.0
1221,60,10.0
1222,60,10.0
1223,60,10.0
1224,60,10.0
1225,60,10.0
1226,60,10.0
1227,60,10.0
1228,60,10.0
1229,60,10.0
1230,60,10.0
1231,60,10.0
1232,60,10.0
1233,60,10.0
1234,60,10.0
1235,60,10.0
1236,60,10.0
1237,60,10.0
1238,60,10.0
1239,60,10.0
1240,60,10.0
1241,60,10.0
1242,60,10.0
1243,60,10.0
1244,60,9.600000000000001
1245,60,10.0
1246,60,10.0
1247,60,9.199999999999982
1248,60,10.0
1249,60,10.0
1250,60,10.0
1251,60,10.0
1252,60,10.0
1253,60,10.0
1254,60,10.0
1255,60,10.0
1256,60,10.0
1257,60,10.0
1258,60,10.0
1259,60,10.0
1260,60,10.0
1261,60,10.0
1262,60,10.0
1263,60,10.0
1264,60,10.0
1265,60,10.0
1266,60,10.0
1267,60,10.0
1268,60,10.0
1269,60,10.0
1270,60,10.0
1271,60,10.0
1272,60,10.0
1273,60,10.0
1274,60,9.6
1275,60,10.0
1276,60,10.0
1277,60,9.713349182172093
1278,60,10.0
1279,60,10.0
1280,60,10.0
1281,60,10.0
1282,60,10.0
1283,60,10.0
1284,60,10.0
1285,60,10.0
1286,60,10.0
1287,60,10.0
1288,60,10.0
1289,60,10.0
1290,60,10.0
1291,60,10.0
1292,60,10.0
1293,60,10.0
1294,60,10.0
1295,60,10.0
1296,60,10.0
1297,60,10.0
1298,60,10.0
1299,60,10.0
1300,60,10.0
1301,60,10.0
1302,60,10.0
1303,60,10.0
1304,60,10.0
1305,60,10.0
1306,60,10.0
1307,60,10.0
1308,60,10.0
1309,60,10.0
1310,60,10.0
1311,60,10.0
1312,60,10.0
1313,60,10.0
1314,60,10.0
1315,60,10.0
1316,60,10.0
1317,60,10.0
1318,60,10.0
1319,60,10.0
1320,60,10.0
1321,60,10.0
1322,60,10.0
1323,60,10.0
1324,60,10.0
1325,60,10.0
1326,60,10.0
1327,60,10.0
1328,60,10.0
1329,60,10.0
1330,60,10.0
1331,60,10.0
1332,60,10.0
1333,60,10.0
1334,60,10.0
1335,60,10.0
1336,60,10.0
1337,60,10.0
1338,60,10.0
1339,60,10.0
1340,60,10.0
1341,60,10.0
1342,60,10.0
1343,60,10.0
1344,60,10.0
1345,60,10.0
1346,60,10.0
1347,60,10.0
1348,60,10.0
1349,60,10.0
1350,60,10.0
1351,60,10.0
1352,60,10.0
1353,60,10.0
1354,60,10.0
1355,60,10.0
1356,60,10.0
1357,60,10.0
1358,60,10.0
1359,60,10.0
1360,60,10.0
1361,60,10.0
1362,60,10.0
1363,60,10.0
1364,60,9.657767211885272
1365,60,10.0
1366,60,10.0
1367,60,9.828883605942636
1368,60,10.0
1369,60,10.0
1370,60,10.0
1371,60,10.0
1372,60,10.0
1373,60,10.0
1374,60,10.0
1375,60,10.0
1376,60,10.0
1377,60,10.0
1378,60,10.0
1379,60,10.0
1380,60,10.0
1381,60,10.0
1382,60,10.0
1383,60,10.0
1384,60,10.0
1385,60,10.0
1386,60,10.0
1387,60,10.0
1388,60,10.0
1389,60,10.0
1390,60,10.0
1391,60,10.0
1392,60,10.0
1393,60,10.0
1394,60,9.600000000000001
1395,60,10.0
1396,60,10.0
1397,60,9.200000000000001
1398,60,10.0
1399,60,10.0
1400,60,10.0
1401,60,10.0
1402,60,10.0
1403,60,10.0
1404,60,10.0
1405,60,10.0
1406,60,10.0
1407,60,10.0
1408,60,10.0
1409,60,10.0
1410,60,10.0
1411,60,10.0
1412,60,10.0
1413,60,10.0
1414,60,10.0
1415,60,10.0
1416,60,10.0
1417,60,10.0
1418,60,10.0
1419,60,10.0
1420,60,10.0
1421,60,10.0
1422,60,10.0
1423,60,10.0
1424,60,9.600000000000001
1425,60,10.0
1426,60,10.0
1427,60,9.199999999999974
1428,60,10.0
1429,60,10.0
1430,60,10.0
1431,60,10.0
1432,60,10.0
1433,60,10.0
1434,60,10.0
1435,60,10.0
1436,60,10.0
1437,60,10.0
1438,60,10.0
1439,60,10.0
1440,60,10.0
1441,60,10.0
1442,60,10.0
1443,60,10.0
1444,60,10.0
1445,60,10.0
1446,60,10.0
1447,60,10.0
1448,60,10.0
1449,60,10.0
1450,60,10.0
1451,60,10.0
1452,60,10.0
1453,60,10.0
1454,60,9.6
1455,60,10.0
1456,60,10.0
1457,60,9.713349182172093
1458,60,10.0
1459,60,10.0
1460,60,10.0
1461,60,10.0
1462,60,10.0
1463,60,10.0
1464,60,10.0
1465,60,10.0
1466,60,10.0
1467,60,10.0
1468,60,10.0
1469,60,10.0
1470,60,10.0
1471,60,10.0
1472,60,10.0
1473,60,10.0
1474,60,10.0
1475,60,10.0
1476,60,10.0
1477,60,10.0
1478,60,10.0
1479,60,10.0
1480,60,10.0
1481,60,10.0
1482,60,10.0
1483,60,10.0
1484,60,10.0
1485,60,10.0
1486,60,10.0
1487,60,10.0
1488,60,10.0
1489,60,10.0
1490,60,10.0
1491,60,10.0
1492,60,10.0
1493,60,10.0
1494,60,10.0
1495,60,10.0
1496,60,10.0
1497,60,10.0
1498,60,10.0
1499,60,10.0
1500,60,10.0
1501,60,10.0
1502,60,10.0
1503,60,10.0
1504,60,10.0
1505,60,10.0
1506,60,10.0
1507,60,10.0
1508,60,10.0
1509,60,10.0
1510,60,10.0
1511,60,10.0
1512,60,10.0
1513,60,10.0
1514,60,10.0
1515,60,10.0
1516,60,10.0
1517,60,10.0
1518,60,10.0
1519,60,10.0
1520,60,10.0
1521,60,10.0
1522,60,10.0
1523,60,10.0
1524,60,10.0
1525,60,10.0
1526,60,10.0
1527,60,10.0
1528,60,10.0
1529,60,10.0
1530,60,10.0
1531,60,10.0
1532,60,10.0
1533,60,10.0
1534,60,10.0
1535,60,10.0
1536,60,10.0
1537,60,10.0
1538,60,10.0
1539,60,10.0
1540,60,10.0
1541,60,10.0
1542,60,10.0
1543,60,10.0
1544,60,9.657767211885272
1545,60,10.0
1546,60,10.0
1547,60,9.828883605942636
1548,60,10.0
1549,60,10.0
1550,60,10.0
1551,60,10.0
1552,60,10.0
1553,60,10.0
1554,60,10.0
1555,60,10.0
1556,60,10.0
1557,60,10.0
1558,60,10.0
1559,60,10.0
1560,60,10.0
1561,60,10.0
1562,60,10.0
1563,60,10.0
1564,60,10.0
1565,60,10.0
1566,60,10.0
1567,60,10.0
1568,60,10.0
1569,60,10.0
1570,60,10.0
1571,60,10.0
1572,60,10.0
1573,60,10.0
1574,60,9.600000000000001
1575,60,10.0
1576,60,10.0
1577,60,9.199999999999994
1578,60,10.0
1579,60,10.0
1580,60,10.0
1581,60,10.0
1582,60,10.0
1583,60,10.0
1584,60,10.0
1585,60,10.0
1586,60,10.0
1587,60,10.0
1588,60,10.0
1589,60,10.0
1590,60,10.0
1591,60,10.0
1592,60,10.0
1593,60,10.0
1594,60,10.0
1595,60,10.0
1596,60,10.0
1597,60,10.0
1598,60,10.0
1599,60,10.0
1600,60,10.0
1601,60,10.0
1602,60,10.0
1603,60,10.0
1604,60,9.600000000000001
1605,60,10.0
1606,60,10.0
1607,60,9.199999999999994
1608,60,10.0
1609,60,10.0
1610,60,10.0
1611,60,10.0
1612,60,10.0
1613,60,10.0
1614,60,10.0
1615,60,10.0
1616,60,10.0
1617,60,10.0
1618,60,10.0
1619,60,10.0
1620,60,10.0
1621,60,10.0
1622,60,10.0
1623,60,10.0
1624,60,10.0
1625,60,10.0
1626,60,10.0
1627,60,10.0
1628,60,10.0
1629,60,10.0
1630,60,10.0
1631,60,10.0
1632,60,10.0
1633,60,10.0
1634,60,9.6
1635,60,10.0
1636,60,10.0
1637,60,9.713349182172092
1638,60,10.0
1639,60,10.0
1640,60,10.0
